movieId,imdbId
116897,tt3011894
117871,tt3007512
106111,tt3004634
117192,tt2986512
112460,tt2980706
113275,tt2980648
146682,tt2980626
113862,tt2980592
117176,tt2980516
133545,tt2980472
136864,tt2975590
112818,tt2975578
116419,tt2968804
133798,tt2967224
136654,tt2967008
113064,tt2967006
120392,tt2965412
112921,tt2956808
134158,tt2948790
152081,tt2948356
130642,tt2944198
118898,tt2937898
132961,tt2935476
129250,tt2933474
126420,tt2923316
130083,tt2917388
115149,tt2911666
145150,tt2910904
109740,tt2910274
130490,tt2908446
147010,tt2905772
127178,tt2891174
112804,tt2884206
111443,tt2883512
111360,tt2872732
115569,tt2872718
116413,tt2870808
113225,tt2870756
137337,tt2870648
113780,tt2870612
142068,tt2866824
113741,tt2866360
133419,tt2848292
112550,tt2844798
107516,tt2836166
160567,tt2823054
130634,tt2820852
103659,tt2820466
119145,tt2802144
138546,tt2796678
117434,tt2793490
132800,tt2788716
119141,tt2788710
118924,tt2784678
111663,tt2784512
118260,tt2781832
106642,tt2779318
109864,tt2771372
131168,tt2764784
122490,tt2761578
136666,tt2758904
113829,tt2756032
160590,tt2751904
116849,tt2751310
110194,tt2737310
113705,tt2737050
103596,tt2724064
115216,tt2720680
142448,tt2719848
106452,tt2718492
120637,tt2717822
112399,tt2714900
115210,tt2713180
135436,tt2709768
110882,tt2692904
119155,tt2692250
133195,tt2679042
159972,tt2674430
152017,tt2674426
115680,tt2669336
158956,tt2667380
135569,tt2660888
130576,tt2649554
115174,tt2639344
122888,tt2638144
135861,tt2637276
130980,tt2634236
129009,tt2623502
116660,tt2617828
106011,tt2616880
100745,tt2608732
111921,tt2582846
112552,tt2582802
161582,tt2582782
127202,tt2582496
110110,tt2567712
112183,tt2562232
131013,tt2561572
111913,tt2560102
111743,tt2557490
115151,tt2556874
129428,tt2555736
104272,tt2545118
118326,tt2543702
132146,tt2543336
163949,tt2531318
111228,tt2525342
110348,tt2524674
132547,tt2523832
113640,tt2517658
107636,tt2513616
109295,tt2511428
104069,tt2510998
142997,tt2510894
115502,tt2509850
142536,tt2503944
144976,tt2494362
114818,tt2494280
131714,tt2493486
106332,tt2492916
122886,tt2488496
148652,tt2479478
146501,tt2474310
107769,tt2473682
113207,tt2473602
112749,tt2465146
108076,tt2459100
120783,tt2452200
145935,tt2452042
140928,tt2446980
120635,tt2446042
106022,tt2446040
127096,tt2436386
106438,tt2431286
136602,tt2428170
134859,tt2415458
109161,tt2406252
110645,tt2404738
140753,tt2404645
103372,tt2404463
102753,tt2404461
131796,tt2404425
104925,tt2404311
132488,tt2404299
111249,tt2404181
133645,tt2402927
113186,tt2402603
139855,tt2401878
129657,tt2401097
143657,tt2400463
112450,tt2398249
103444,tt2397619
114935,tt2397535
103107,tt2396566
99764,tt2396224
122892,tt2395427
129313,tt2392672
105211,tt2390361
109742,tt2389182
98491,tt2388725
110591,tt2388715
106540,tt2387559
112277,tt2386278
113565,tt2383068
112582,tt2382298
108981,tt2382009
156607,tt2381991
129354,tt2381941
111781,tt2381249
127108,tt2381111
112850,tt2380331
99468,tt2380247
136020,tt2379713
100556,tt2375605
106473,tt2375379
104944,tt2370248
109850,tt2369135
102588,tt2366450
99846,tt2366308
110461,tt2364975
104321,tt2364949
105351,tt2364841
140110,tt2361509
111384,tt2359024
129737,tt2358925
103984,tt2358891
110655,tt2357291
104303,tt2357129
109853,tt2355495
102800,tt2347569
103339,tt2334879
103980,tt2334873
103624,tt2334649
109187,tt2333804
112897,tt2333784
105254,tt2332579
107978,tt2331143
108506,tt2328549
114925,tt2326612
118880,tt2326554
125916,tt2322441
112515,tt2321549
107382,tt2319863
108729,tt2316411
98124,tt2313197
118696,tt2310332
138610,tt2309260
101106,tt2306745
118900,tt2305051
106839,tt2304771
106144,tt2304426
101362,tt2302755
106204,tt2299842
104339,tt2294677
106696,tt2294629
111486,tt2294473
112138,tt2294449
135887,tt2293640
116503,tt2282016
110297,tt2281587
105355,tt2278871
109374,tt2278388
157296,tt2277860
127136,tt2273657
137595,tt2268016
112556,tt2267998
149406,tt2267968
103543,tt2265534
103801,tt2265398
110501,tt2265171
107953,tt2263944
160440,tt2263814
98369,tt2262308
115664,tt2262227
101070,tt2258858
100517,tt2258685
116207,tt2249221
112112,tt2246887
115617,tt2245084
157200,tt2241351
112303,tt2239832
114459,tt2238050
104726,tt2237822
107083,tt2235902
117123,tt2235108
102481,tt2234155
103819,tt2234025
110586,tt2234003
106870,tt2231554
105213,tt2229499
130520,tt2224026
110453,tt2223990
105429,tt2215151
110730,tt2209764
100714,tt2209418
130682,tt2207484
106236,tt2204371
109074,tt2204340
110771,tt2203939
129937,tt2199571
104374,tt2194499
109576,tt2193265
105755,tt2193215
104218,tt2191701
98963,tt2190367
112767,tt2182256
118997,tt2180411
114662,tt2179136
103048,tt2179116
108514,tt2178470
110871,tt2178256
108928,tt2177771
98587,tt2177511
115877,tt2175842
108949,tt2172985
112070,tt2172584
98000,tt2172071
115231,tt2170593
117590,tt2170439
109895,tt2170299
104760,tt2167202
99813,tt2166834
107447,tt2166616
100106,tt2152198
97673,tt2147134
136800,tt2145829
114762,tt2140619
135518,tt2140379
107141,tt2140373
101962,tt2140203
118814,tt2139555
103137,tt2132285
97395,tt2130321
132796,tt2126355
96150,tt2125666
97393,tt2125653
96488,tt2125608
95558,tt2125435
97639,tt2124803
135137,tt2120120
99320,tt2119474
107910,tt2113683
110873,tt2113681
122932,tt2113659
92535,tt2112999
112006,tt2112281
149612,tt2112277
111931,tt2111392
112370,tt2109248
96829,tt2106476
96815,tt2105044
112623,tt2103281
112497,tt2103254
101285,tt2101441
129659,tt2097298
134853,tt2096673
116977,tt2096672
100553,tt2092588
97895,tt2092011
99574,tt2091473
100365,tt2088714
100581,tt2085910
94466,tt2085059
99675,tt2085002
99917,tt2084989
116797,tt2084970
100304,tt2081437
136562,tt2080374
96467,tt2077851
96832,tt2076220
116985,tt2064968
102165,tt2055765
100383,tt2053463
103865,tt2053423
143377,tt2049586
97744,tt2048877
132618,tt2044801
106766,tt2042568
104595,tt2042520
100032,tt2040281
124859,tt2039393
114265,tt2034031
96563,tt2028530
105246,tt2027140
105844,tt2024544
102792,tt2024519
109578,tt2024469
100390,tt2024432
100159,tt2023690
99912,tt2023587
112062,tt2018086
105954,tt2017038
104076,tt2017020
104129,tt2016940
112852,tt2015381
98913,tt2014392
97230,tt2014338
104283,tt2013293
100017,tt2011953
101947,tt2007385
98279,tt2006040
104441,tt2005374
111113,tt2004420
105585,tt2002718
99296,tt1999995
92665,tt1996264
96655,tt1990314
96114,tt1990181
105468,tt1985966
104906,tt1985019
97957,tt1984153
96588,tt1981677
106072,tt1981115
111622,tt1980929
102033,tt1980209
136016,tt1979388
104913,tt1979320
109317,tt1978532
155064,tt1974419
115147,tt1972779
112940,tt1972571
97866,tt1966604
132046,tt1964418
110127,tt1959490
103299,tt1959332
143255,tt1957938
112788,tt1956620
99839,tt1956594
100843,tt1954701
107649,tt1954315
135133,tt1951266
116823,tt1951265
106487,tt1951264
102686,tt1951261
111251,tt1951181
98126,tt1951166
98122,tt1942884
105731,tt1939659
108727,tt1937390
101529,tt1935902
102194,tt1935179
111235,tt1935156
103221,tt1935065
98933,tt1934269
103279,tt1932767
97306,tt1931533
99811,tt1931388
99005,tt1925431
113453,tt1924435
101741,tt1924429
103235,tt1924396
97188,tt1922777
96565,tt1920849
103671,tt1918886
95449,tt1915581
93855,tt1912398
117851,tt1911658
101360,tt1911644
97923,tt1907668
102716,tt1905041
99030,tt1901040
93838,tt1899353
142488,tt1895587
97470,tt1886493
133824,tt1883367
94024,tt1883251
133782,tt1881002
109183,tt1878942
111362,tt1877832
103502,tt1877797
96849,tt1876451
97328,tt1872818
115170,tt1872194
110553,tt1872181
97870,tt1866249
117444,tt1865505
95088,tt1862079
93324,tt1860355
103755,tt1860353
95201,tt1859650
96691,tt1855325
96811,tt1855199
104074,tt1854564
100272,tt1854513
104457,tt1853739
99114,tt1853728
100226,tt1853643
149354,tt1850457
127319,tt1850397
93498,tt1848902
107945,tt1847548
96667,tt1845773
105121,tt1844203
110102,tt1843866
108190,tt1840309
95873,tt1839492
93242,tt1838544
109191,tt1837709
89759,tt1832382
142240,tt1830792
103449,tt1829012
86884,tt1827512
109372,tt1826590
120466,tt1823672
104757,tt1822381
103810,tt1821694
105769,tt1821641
105197,tt1821549
94969,tt1821480
101525,tt1817273
83506,tt1815899
102880,tt1815862
109359,tt1815717
89260,tt1814836
101612,tt1814621
118702,tt1809398
100034,tt1806911
109483,tt1800246
106916,tt1800241
106920,tt1798709
139642,tt1798684
98604,tt1798188
106417,tt1796406
130452,tt1791682
116799,tt1791528
96110,tt1790886
98961,tt1790885
114180,tt1790864
89837,tt1788391
87930,tt1787777
91869,tt1787660
97994,tt1783798
99437,tt1783732
97936,tt1781769
90469,tt1778304
103210,tt1776196
93721,tt1772925
97913,tt1772341
132496,tt1772288
102995,tt1772270
116397,tt1772264
99992,tt1770734
95443,tt1769363
134569,tt1767372
91485,tt1764651
97860,tt1764234
101415,tt1763303
112655,tt1763264
99117,tt1758830
105037,tt1758795
96634,tt1757742
93422,tt1756750
98083,tt1753968
90266,tt1753549
99470,tt1748227
94799,tt1748207
94959,tt1748122
101531,tt1745862
87660,tt1742683
89388,tt1742650
95135,tt1742336
85412,tt1740707
83976,tt1740047
134025,tt1739304
90947,tt1736633
94780,tt1735898
87205,tt1735485
108447,tt1734067
106002,tt1731141
145775,tt1730714
102993,tt1727388
95761,tt1726669
139915,tt1725986
90531,tt1723811
104211,tt1723121
91690,tt1720616
93061,tt1720182
95567,tt1716777
89305,tt1716772
98230,tt1715873
107771,tt1714915
108601,tt1714833
91199,tt1714210
88272,tt1714208
103539,tt1714206
96448,tt1714203
97742,tt1712170
96726,tt1710417
91873,tt1710396
129653,tt1710393
99149,tt1707386
129364,tt1707380
107406,tt1706620
92420,tt1706593
84160,tt1705977
89356,tt1705786
94896,tt1704573
100450,tt1704292
106762,tt1703049
100527,tt1702439
93693,tt1702425
116855,tt1702014
85780,tt1701991
92751,tt1700258
84414,tt1699114
87975,tt1697851
143472,tt1694021
99106,tt1694020
84506,tt1693830
90430,tt1692486
104245,tt1691917
103335,tt1690953
91548,tt1687247
102469,tt1684925
111529,tt1684226
101088,tt1682180
92259,tt1675434
90057,tt1675192
127144,tt1674785
90870,tt1674784
134783,tt1674771
90603,tt1672723
102903,tt1670345
95543,tt1667889
94015,tt1667353
98296,tt1667310
84304,tt1667150
126548,tt1666801
80350,tt1666186
85394,tt1664894
103228,tt1663662
139385,tt1663202
94672,tt1663193
107702,tt1661382
130073,tt1661199
96821,tt1659337
89087,tt1657507
94953,tt1655460
89904,tt1655442
132480,tt1655441
91134,tt1655420
97858,tt1655416
104241,tt1650554
87306,tt1650062
86014,tt1650043
99145,tt1649419
97836,tt1648179
111795,tt1647668
93766,tt1646987
90738,tt1646980
112175,tt1646971
140747,tt1646876
94677,tt1645170
80906,tt1645089
92439,tt1645080
94494,tt1641385
85796,tt1640459
160656,tt1639084
138036,tt1638355
97826,tt1638353
95441,tt1637725
88672,tt1637706
90405,tt1637688
93270,tt1636826
138696,tt1634334
99615,tt1634300
91470,tt1634136
90522,tt1634122
89427,tt1633356
88405,tt1632708
111759,tt1631867
95949,tt1630637
93265,tt1630036
135567,tt1628841
91622,tt1625346
96281,tt1623288
101112,tt1623205
88932,tt1622979
88812,tt1622547
89090,tt1621444
94323,tt1621045
83803,tt1620446
96530,tt1619277
135532,tt1618442
113345,tt1617661
90719,tt1616195
90439,tt1615147
95583,tt1615065
90600,tt1614989
97057,tt1613750
101904,tt1613092
81132,tt1612774
95207,tt1611224
108715,tt1609479
148888,tt1608290
85881,tt1606392
92509,tt1606389
100498,tt1606378
86882,tt1605783
102396,tt1605777
112421,tt1605717
93831,tt1605630
89194,tt1604171
98056,tt1602620
102684,tt1602613
95744,tt1602472
91673,tt1602098
91976,tt1601913
114060,tt1600196
90524,tt1600195
92507,tt1599348
95508,tt1598873
92264,tt1598828
91628,tt1598822
89470,tt1598778
148626,tt1596363
93326,tt1596350
142507,tt1596345
86644,tt1596343
92309,tt1594562
93563,tt1592525
94931,tt1592281
85788,tt1591095
84952,tt1590089
93512,tt1588334
99007,tt1588173
82667,tt1588170
77455,tt1587707
111659,tt1587310
95199,tt1586265
80862,tt1584016
92498,tt1583937
101076,tt1583421
87522,tt1583420
76738,tt1583323
83910,tt1578275
92210,tt1572781
82931,tt1572491
114074,tt1571249
89761,tt1571222
82173,tt1570989
88163,tt1570728
79274,tt1569923
83132,tt1568921
91126,tt1568911
91658,tt1568346
91978,tt1568338
82037,tt1568334
78517,tt1568150
118082,tt1567437
93432,tt1567233
81191,tt1566648
82095,tt1564585
85367,tt1564367
91886,tt1564349
88179,tt1563738
96728,tt1560747
120805,tt1560169
86000,tt1560139
81158,tt1559549
100487,tt1559547
80185,tt1558250
85342,tt1555149
102278,tt1551630
89039,tt1549572
96417,tt1547234
77907,tt1546653
109042,tt1545660
98175,tt1545106
89000,tt1542852
81562,tt1542344
91935,tt1541149
88235,tt1540133
104312,tt1538403
81417,tt1536044
105504,tt1535109
103253,tt1535108
87304,tt1532503
87298,tt1531663
92058,tt1530509
149352,tt1528854
116887,tt1528100
114707,tt1528071
86892,tt1527788
86320,tt1527186
72603,tt1526300
88879,tt1525835
136598,tt1524930
91842,tt1524137
81083,tt1523483
79677,tt1522863
89300,tt1522334
81898,tt1518821
101577,tt1517260
91542,tt1515091
85401,tt1512235
104597,tt1511476
85213,tt1510938
90403,tt1509767
101884,tt1507563
92008,tt1506999
81845,tt1504320
73392,tt1503769
122902,tt1502712
87869,tt1499658
78321,tt1498870
96863,tt1496422
91974,tt1496025
104419,tt1494772
98160,tt1493157
86487,tt1492030
108932,tt1490017
160271,tt1489889
88785,tt1488555
84236,tt1487275
104863,tt1486834
93982,tt1486192
85397,tt1486185
106471,tt1485763
98607,tt1483797
111680,tt1483324
101864,tt1483013
72043,tt1482967
93272,tt1482459
87192,tt1478964
86833,tt1478338
98836,tt1477855
84615,tt1477837
72131,tt1477715
81535,tt1477076
85179,tt1474276
74115,tt1472122
80917,tt1470827
77427,tt1467304
81831,tt1467273
83134,tt1465522
89072,tt1464580
85056,tt1464540
85399,tt1464174
106883,tt1462901
78088,tt1462758
81788,tt1458175
103688,tt1457767
93443,tt1456635
104841,tt1454468
88810,tt1454029
103141,tt1453405
105593,tt1450321
88267,tt1449283
89840,tt1448755
94864,tt1446714
98243,tt1446192
99220,tt1441951
96373,tt1441940
109848,tt1441395
90374,tt1441326
80126,tt1440728
87234,tt1440292
94018,tt1440129
92694,tt1439572
86626,tt1438535
79588,tt1438254
89030,tt1438176
86298,tt1436562
86142,tt1436045
82463,tt1431181
122904,tt1431045
94833,tt1430626
110826,tt1430612
91414,tt1430607
103772,tt1430132
100163,tt1428538
102905,tt1426329
72109,tt1425928
72356,tt1425244
85774,tt1424432
79057,tt1424381
82527,tt1423894
86345,tt1421373
108689,tt1418377
80858,tt1414382
94070,tt1412386
86059,tt1411704
86911,tt1411697
104243,tt1411250
84374,tt1411238
94777,tt1409024
146443,tt1408972
108156,tt1408253
102445,tt1408101
115624,tt1407972
105715,tt1407061
73106,tt1407050
96314,tt1405365
81949,tt1403988
75341,tt1403981
82459,tt1403865
89047,tt1403177
84601,tt1401152
82242,tt1401143
78574,tt1399683
87520,tt1399103
140715,tt1398426
92681,tt1397514
96861,tt1397280
79318,tt1396557
113416,tt1396523
87483,tt1396218
104879,tt1392214
122882,tt1392190
91500,tt1392170
83827,tt1391092
91653,tt1389137
100326,tt1389096
79553,tt1386932
95875,tt1386703
135536,tt1386697
79592,tt1386588
75440,tt1386011
109687,tt1385956
74532,tt1385867
84954,tt1385826
107559,tt1384927
99741,tt1381404
77307,tt1379182
79134,tt1375670
79132,tt1375666
149830,tt1374989
140763,tt1374841
83270,tt1371155
114601,tt1371150
97752,tt1371111
96590,tt1366365
91323,tt1366344
84847,tt1366312
141890,tt1365050
76111,tt1360860
80572,tt1356864
136018,tt1355683
74677,tt1352852
101025,tt1351685
91529,tt1345836
96737,tt1343727
73323,tt1343097
102407,tt1343092
82499,tt1341188
77800,tt1341167
89753,tt1340800
87444,tt1340773
120799,tt1340138
77421,tt1336617
95307,tt1336608
91947,tt1336006
106491,tt1335975
85736,tt1334585
88118,tt1334553
86293,tt1334512
80969,tt1334260
71640,tt1333634
100083,tt1333125
140759,tt1332100
110058,tt1327820
104337,tt1327773
99795,tt1327628
94325,tt1327194
68486,tt1326972
81910,tt1326733
78772,tt1325004
91104,tt1324999
79091,tt1323594
80241,tt1322312
99728,tt1321870
86852,tt1321860
107314,tt1321511
77191,tt1321509
82854,tt1320261
79695,tt1320253
84696,tt1320239
89337,tt1319744
82934,tt1319726
88744,tt1318514
82041,tt1316536
72720,tt1315981
80846,tt1314655
72919,tt1314228
71462,tt1313104
79720,tt1313092
70994,tt1311067
91483,tt1308729
79008,tt1308667
94011,tt1307873
95309,tt1307068
89864,tt1306980
71033,tt1305806
72947,tt1305714
85261,tt1305591
75803,tt1305583
76210,tt1303828
108551,tt1302559
83177,tt1302067
87222,tt1302011
102125,tt1300854
73276,tt1300563
86880,tt1298650
95720,tt1298649
110748,tt1296899
69746,tt1295071
77414,tt1294226
148956,tt1292566
89774,tt1291584
102819,tt1291580
146688,tt1291570
113348,tt1291150
74948,tt1289406
160080,tt1289401
84116,tt1287878
67295,tt1287845
71282,tt1286537
72308,tt1286130
149572,tt1286126
107057,tt1285482
79946,tt1285309
80463,tt1285016
87485,tt1284575
80549,tt1282140
76293,tt1279935
74324,tt1278469
94939,tt1278449
69275,tt1278340
95105,tt1277953
85016,tt1277936
96911,tt1276419
96610,tt1276104
118248,tt1274586
74580,tt1273678
79251,tt1273235
103883,tt1272878
87232,tt1270798
88954,tt1268799
83293,tt1268204
112911,tt1267297
73860,tt1266029
66335,tt1265998
73023,tt1263670
71429,tt1262981
78174,tt1261945
136449,tt1260502
77359,tt1259573
72407,tt1259571
93840,tt1259521
78349,tt1258197
86781,tt1255953
92206,tt1255916
90888,tt1253864
109673,tt1253863
80727,tt1251757
91688,tt1251743
82150,tt1251725
76251,tt1250777
79259,tt1248971
75816,tt1247704
72694,tt1247692
74668,tt1247640
81229,tt1245526
102123,tt1245492
95311,tt1245104
73587,tt1244668
134528,tt1243974
82202,tt1243957
99609,tt1242642
73101,tt1242545
90376,tt1242460
98908,tt1241017
87529,tt1240982
153584,tt1239446
76272,tt1238291
66596,tt1237838
96020,tt1235841
89203,tt1235790
89321,tt1235170
73344,tt1235166
74868,tt1235124
108945,tt1234721
74916,tt1234654
71156,tt1234548
67799,tt1234541
72129,tt1233227
73572,tt1233219
93510,tt1232829
65259,tt1232826
74416,tt1232776
96616,tt1232200
76077,tt1231587
81537,tt1231583
73042,tt1231580
73015,tt1230414
85438,tt1229822
70862,tt1229360
107348,tt1229340
91630,tt1229238
80831,tt1228987
72176,tt1228953
77561,tt1228705
66934,tt1227926
67997,tt1226774
89085,tt1226753
73211,tt1226681
74156,tt1226273
68194,tt1226271
78209,tt1226229
71248,tt1225822
86593,tt1223236
86028,tt1220888
65514,tt1220719
80363,tt1220634
79868,tt1220214
71490,tt1220213
72393,tt1220198
80615,tt1219342
84152,tt1219289
85131,tt1217613
95167,tt1217209
91505,tt1216520
76091,tt1216496
73319,tt1216492
118354,tt1216491
74510,tt1216487
87876,tt1216475
92198,tt1214962
103341,tt1213663
82093,tt1213648
61348,tt1213644
72169,tt1213585
96432,tt1212450
78264,tt1212436
81512,tt1212419
103384,tt1210819
89492,tt1210166
74944,tt1210042
104881,tt1206543
108188,tt1205537
79590,tt1205535
64614,tt1205489
115534,tt1204977
106330,tt1204975
78653,tt1204773
91094,tt1204342
90357,tt1204340
88125,tt1201607
66509,tt1201167
67695,tt1197628
71838,tt1197624
106542,tt1196948
94919,tt1196340
78034,tt1196204
77206,tt1196141
94266,tt1195478
91535,tt1194173
72011,tt1193138
84944,tt1192628
78836,tt1191111
86347,tt1190722
73808,tt1190539
72171,tt1190536
72378,tt1190080
84392,tt1189340
89118,tt1189073
74787,tt1188996
71135,tt1188729
74228,tt1187064
73881,tt1187043
74624,tt1186830
108795,tt1186373
70846,tt1186369
72489,tt1186367
70567,tt1185836
61160,tt1185834
61236,tt1185616
130351,tt1185418
74154,tt1185416
93700,tt1185371
97168,tt1183919
66130,tt1183252
73741,tt1182921
80864,tt1182350
68237,tt1182345
91273,tt1181795
81516,tt1181791
86290,tt1179947
152077,tt1179933
71379,tt1179904
65601,tt1179891
78703,tt1179794
77798,tt1179056
74851,tt1179034
110611,tt1179031
69604,tt1178663
66665,tt1176740
82035,tt1176726
70597,tt1176251
82378,tt1175709
62437,tt1175491
71579,tt1174732
71466,tt1174730
90061,tt1174042
74370,tt1172994
82534,tt1172991
70728,tt1172570
71518,tt1172233
67429,tt1172203
106489,tt1170358
58376,tt1166827
81819,tt1164999
84395,tt1161864
72224,tt1161418
60382,tt1157705
78829,tt1157685
67665,tt1157605
71535,tt1156398
60766,tt1155592
79224,tt1155076
67087,tt1155056
68965,tt1153706
104590,tt1153040
65418,tt1152850
69640,tt1152836
89102,tt1152822
65188,tt1152758
82152,tt1152398
75813,tt1151359
59731,tt1151309
61357,tt1149405
71108,tt1149362
76173,tt1149361
70159,tt1148204
69805,tt1146438
71252,tt1144884
70183,tt1142988
66659,tt1142800
70898,tt1142433
61240,tt1139797
74545,tt1139328
140757,tt1137994
70286,tt1136608
63479,tt1135985
76060,tt1135525
70293,tt1135503
67193,tt1135487
69516,tt1135092
87785,tt1135084
87430,tt1133985
63436,tt1132626
77837,tt1132623
67255,tt1132620
69654,tt1131748
71205,tt1131734
68073,tt1131729
74458,tt1130884
71211,tt1130080
71876,tt1129445
64030,tt1129442
64114,tt1129423
70984,tt1127896
70344,tt1127877
68347,tt1127715
68952,tt1127180
81784,tt1126618
83086,tt1126591
118985,tt1126590
64839,tt1125849
95475,tt1125254
67361,tt1124039
89804,tt1124035
68205,tt1121931
64695,tt1121794
119655,tt1121096
78039,tt1120985
97593,tt1120945
69122,tt1119646
64285,tt1118511
84154,tt1117394
60753,tt1117385
81156,tt1116184
65802,tt1114740
60295,tt1114277
90863,tt1113829
91610,tt1113827
63481,tt1111948
77810,tt1111890
59143,tt1111833
69306,tt1111422
72781,tt1104746
94480,tt1104123
82461,tt1104001
68324,tt1103982
66200,tt1103275
78041,tt1103153
79136,tt1101048
116161,tt1100089
63992,tt1099212
67867,tt1098327
71533,tt1097013
72405,tt1095217
69253,tt1095174
58425,tt1094594
108192,tt1094249
67788,tt1093908
55063,tt1093842
60333,tt1093824
91660,tt1093357
70565,tt1092633
84772,tt1092026
67734,tt1091722
107069,tt1091191
71438,tt1087578
111617,tt1086772
103731,tt1085362
71460,tt1084972
62344,tt1084950
69069,tt1083456
60293,tt1082886
62733,tt1082868
69644,tt1080016
71668,tt1078940
68793,tt1078912
69712,tt1078588
59995,tt1078188
94478,tt1077368
54995,tt1077258
78467,tt1075747
70305,tt1075417
96079,tt1074638
92954,tt1073510
57532,tt1073498
92938,tt1071875
71468,tt1071804
66371,tt1069238
64969,tt1068680
64701,tt1068649
63808,tt1068646
90343,tt1068242
80584,tt1067733
86548,tt1067583
72294,tt1067106
112290,tt1065073
62644,tt1063669
57368,tt1060277
69280,tt1059905
62081,tt1059786
71520,tt1058017
72733,tt1057500
92163,tt1056422
69526,tt1055369
63393,tt1055366
80860,tt1055292
69951,tt1054606
66297,tt1054487
62956,tt1054486
60161,tt1054485
158314,tt1054478
66066,tt1053859
93287,tt1053810
75985,tt1053424
144620,tt1051904
68954,tt1049413
80553,tt1049402
99415,tt1047540
59590,tt1047007
65465,tt1046947
70336,tt1046173
69436,tt1045778
74275,tt1045772
59118,tt1045670
97921,tt1045658
89870,tt1043903
64229,tt1042877
69406,tt1041829
57274,tt1038988
75805,tt1038919
73929,tt1038686
73321,tt1037705
85025,tt1034389
93805,tt1034314
117121,tt1034306
65216,tt1034303
71254,tt1034032
59421,tt1033643
91077,tt1033575
57243,tt1032856
55069,tt1032846
69458,tt1032821
70663,tt1032815
62849,tt1032755
83374,tt1032751
63826,tt1031280
130448,tt1029360
62203,tt1029234
61167,tt1029120
80839,tt1028576
73290,tt1028532
53519,tt1028528
80590,tt1027718
65126,tt1024715
97304,tt1024648
65193,tt1024255
66744,tt1023490
58107,tt1023481
92496,tt1023122
58627,tt1023111
69757,tt1022603
79824,tt1020938
81786,tt1020773
79796,tt1020558
66090,tt1020530
118700,tt1020072
71464,tt1019452
61071,tt1018785
78266,tt1017460
76763,tt1017451
74740,tt1016301
63276,tt1016290
63540,tt1014775
69529,tt1014762
74789,tt1014759
88380,tt1013860
63876,tt1013753
67923,tt1013752
79185,tt1013743
86721,tt1013607
80736,tt1010271
63082,tt1010048
91890,tt1007029
62434,tt1007028
64990,tt1003116
