movieId,genres
105468,53
104906,12
104906,14
104906,28
104906,53
104906,878
97957,18
97957,10749
96588,35
96588,18
106072,18
106072,10751
111622,35
111622,18
102033,9648
102033,18
102033,35
136016,35
136016,18
136016,10749
104913,18
104913,53
109317,878
109317,18
109317,53
155064,35
155064,18
155064,10749
115147,35
115147,80
115147,10749
112940,80
112940,28
112940,9648
112940,53
97866,36
97866,18
97866,10749
132046,12
132046,35
132046,10751
132046,14
110127,28
110127,12
110127,53
110127,80
103299,28
103299,53
143255,18
143255,10402
112788,35
112788,18
112788,10751
112788,10749
99839,14
99839,16
99839,10751
100843,28
100843,12
100843,35
107649,28
107649,12
107649,18
107649,36
107649,37
135133,18
135133,28
135133,53
116823,28
116823,53
116823,80
116823,10749
106487,99
106487,36
102686,14
102686,878
102686,10751
102686,16
111251,18
111251,35
98122,53
98122,18
98122,10749
105731,35
105731,18
108727,18
108727,10749
101529,35
101529,10749
102194,18
102194,27
102194,53
111235,35
111235,10749
103221,35
103221,18
98933,35
98933,18
103279,35
103279,10751
97306,18
99811,10770
99811,18
99811,10749
99811,35
99005,18
99005,10749
113453,35
113453,10769
101741,35
101741,18
103235,10749
103235,35
103235,10751
97188,35
96565,18
96565,10751
96565,12
103671,53
103671,80
103671,18
95449,35
95449,18
95449,36
95449,9648
93855,36
93855,99
117851,18
117851,35
117851,10749
117851,10769
101360,35
101360,18
97923,10749
97923,18
102716,35
99030,35
99030,10751
93838,14
93838,18
93838,53
93838,9648
93838,10749
142488,16
142488,10751
142488,35
142488,12
142488,14
142488,10749
97470,28
97470,53
97470,878
133824,12
133824,18
133824,37
94024,53
94024,28
94024,18
133782,14
133782,28
109183,80
109183,18
109183,53
111362,14
111362,16
111362,10751
103502,10749
103502,10751
103502,16
103502,14
103502,10402
96849,16
96849,10751
97328,10749
97328,35
115170,35
115170,18
115170,14
110553,12
110553,37
97870,80
97870,53
117444,18
117444,10769
117444,10749
93324,35
93324,10749
103755,35
103755,10749
95201,27
96691,10749
96691,18
96811,80
96811,18
96811,53
104074,12
104074,35
104074,18
104074,10751
100272,16
100272,878
104457,27
104457,53
104457,878
99114,35
99114,10749
100226,18
100226,10749
149354,18
149354,9648
149354,53
127319,35
127319,10769
93498,16
93498,35
93498,10751
93498,12
107945,18
107945,10749
96667,35
96667,10749
105121,35
105121,10751
110102,12
110102,18
110102,99
108190,18
93242,53
93242,28
93242,18
109191,35
109191,18
89759,35
89759,53
89759,80
89759,10749
142240,35
142240,53
142240,80
142240,18
103449,80
103449,18
103449,9648
103449,53
109372,18
109372,10749
120466,10749
120466,16
120466,10751
120466,12
120466,14
104757,18
104757,36
104757,10752
104757,10749
103810,35
105769,14
105769,878
105769,10751
105197,35
105197,18
94969,18
94969,53
101525,35
101525,10751
83506,35
83506,18
83506,10749
102880,35
109359,18
109359,27
109359,9648
109359,53
89260,12
89260,18
89260,35
89260,10751
101612,10749
101612,18
118702,35
100034,35
109483,18
109483,10749
106916,18
106916,53
106916,9648
106916,10752
106920,12
106920,28
106920,53
139642,18
139642,35
98604,18
98604,10749
106417,35
130452,27
130452,9648
130452,53
116799,14
96110,18
98961,18
114180,28
114180,35
89837,18
89837,35
91869,80
91869,18
91869,53
97994,10749
97994,35
97994,18
99437,12
99437,16
99437,10751
97936,18
97936,53
97936,10749
90469,35
103210,35
103210,80
103210,18
93721,10752
93721,18
93721,35
97913,10752
97913,18
97913,10749
132496,28
132496,53
102995,18
116397,18
99992,35
99992,878
134569,16
134569,35
134569,18
134569,10751
134569,14
91485,878
97860,53
97860,28
97860,18
101415,35
101415,27
101415,878
112655,18
112655,53
99117,18
99117,10749
105037,18
105037,878
105037,9648
96634,18
93422,99
93422,10769
90266,27
90266,18
90266,53
99470,18
94799,18
94799,10749
94959,28
94959,12
94959,35
94959,10751
101531,18
101531,10749
87660,35
87660,10749
87660,18
89388,28
89388,12
89388,878
89388,53
95135,18
95135,10769
85412,28
85412,53
83976,80
83976,9648
83976,53
134025,80
134025,18
134025,10749
134025,53
90947,28
90947,35
90947,18
90947,53
94780,18
94780,10749
108447,35
108447,18
108447,10751
108447,10749
106002,18
106002,36
145775,18
102993,10749
102993,18
102993,9648
95761,28
95761,12
139915,35
139915,10749
90531,18
104211,18
104211,9648
104211,53
91690,35
91690,10749
93061,16
93061,35
93061,10751
95567,35
89305,12
89305,10751
98230,18
98230,53
98230,9648
98230,10749
107771,18
108601,18
108601,14
108601,37
91199,10752
91199,12
91199,18
91199,10749
88272,28
88272,80
88272,18
103539,35
103539,10769
96448,14
96448,35
96448,878
97742,35
97742,14
97742,878
96726,99
91873,18
91873,10769
129653,18
129653,14
129653,27
129653,53
99149,35
99149,18
129364,18
129364,53
92420,35
92420,18
92420,10749
84160,16
84160,18
89356,18
89356,9648
89356,53
94896,28
94896,18
94896,80
94896,53
100450,28
100450,12
100450,53
106762,35
100527,14
100527,18
100527,27
100527,35
93693,28
93693,12
93693,18
116855,28
116855,878
85780,18
92751,35
84414,28
84414,16
84414,878
87975,27
87975,53
143472,28
143472,35
99106,35
99106,18
84506,10751
84506,16
84506,35
90430,18
90430,28
90430,80
104245,35
104245,10751
103335,28
103335,9648
103335,878
103335,53
91548,18
91548,10752
102469,18
102469,35
102469,10752
111529,27
111529,35
111529,18
111529,14
92259,35
92259,18
92259,10749
90057,18
127144,10751
127144,12
90870,99
134783,18
134783,28
102903,99
95543,18
95543,36
95543,10752
94015,12
94015,28
98296,18
98296,53
98296,80
84304,18
84304,35
126548,18
126548,10749
80350,35
80350,18
80350,878
85394,18
103228,35
103228,18
103228,10751
139385,18
94672,10402
94672,10749
130073,18
130073,10749
96821,18
89087,18
89087,9648
89087,27
89904,37
89904,18
89904,10752
132480,18
132480,80
91134,35
91134,10749
97858,28
97858,12
97858,878
104241,18
104241,10749
87306,18
87306,9648
87306,53
86014,18
86014,16
86014,10751
99145,35
99145,18
99145,53
97836,35
111795,28
111795,18
111795,9648
111795,53
93766,99
90738,14
90738,35
90738,10749
90738,878
112175,18
112175,10769
140747,18
140747,10749
140747,10752
94494,35
94494,18
85796,18
160656,35
138036,28
138036,12
138036,53
97826,27
97826,35
95441,18
95441,9648
95441,10749
88672,35
88672,18
88672,10751
90405,18
90405,14
90405,10749
90405,878
93270,35
93270,18
93270,10749
138696,35
138696,10749
99615,80
99615,18
99615,53
91470,18
90522,10749
90522,35
89427,12
88405,28
88405,35
88405,53
111759,14
111759,35
111759,878
111759,10751
93265,10751
93265,35
91622,28
91622,9648
91622,53
96281,10752
96281,18
101112,35
88932,35
88812,12
88812,18
89090,10752
89090,18
94323,18
94323,35
94323,10749
83803,18
83803,10769
96530,35
96530,10769
135532,18
113345,53
90719,16
90719,10751
90719,14
90439,14
90439,35
90439,10402
95583,35
90600,10749
90600,18
90600,35
97057,28
97057,53
101904,35
81132,35
95207,28
95207,18
95207,53
108715,28
108715,18
108715,878
108715,53
148888,35
148888,10751
148888,14
85881,18
85881,35
85881,10749
92509,28
92509,14
92509,53
100498,35
100498,10751
86882,18
86882,27
86882,53
102396,27
102396,35
112421,18
98056,18
98056,10749
102684,18
95744,35
95744,18
91673,28
91673,12
91673,878
91673,53
91976,80
91976,18
114060,18
114060,36
90524,35
90524,18
90524,10749
92507,18
92507,10402
95508,18
92264,18
148626,18
148626,80
93326,35
93326,18
142507,28
142507,80
142507,53
86644,18
86644,35
92309,18
94931,80
94931,18
94931,10749
94931,53
85788,35
85788,10751
84952,18
93512,53
93512,18
93512,10402
93512,80
99007,35
99007,10751
82667,10749
82667,35
77455,18
111659,18
95199,18
80862,28
80862,80
80862,18
92498,28
92498,12
92498,80
101076,35
101076,18
87522,18
76738,27
76738,9648
76738,53
83910,14
83910,27
83910,878
92210,35
92210,10751
82931,18
82931,53
89761,14
89761,35
89761,10751
82173,28
82173,12
82173,35
82173,53
88163,18
88163,10749
88163,10752
79274,16
79274,12
79274,10751
91126,53
91658,27
91658,53
91978,18
91978,35
91978,10749
82037,18
82037,36
78517,18
78517,10749
118082,18
118082,10749
93432,18
93432,10749
81191,18
81191,36
81191,10749
81191,53
82095,35
82095,10749
85367,35
85367,10402
85367,10749
91886,18
91886,35
91886,10402
91886,10749
88179,10402
88179,35
88179,10749
96728,35
96728,18
96728,10749
120805,9648
120805,10749
120805,53
86000,18
86000,9648
86000,53
81158,35
81158,10749
100487,18
100487,9648
100487,53
100487,80
80185,35
80185,10402
80185,10749
85342,9648
85342,53
102278,35
102278,18
102278,10749
89039,35
89039,10749
96417,35
96417,9648
96417,10749
96417,53
77907,18
77907,10749
109042,9648
109042,80
109042,53
98175,18
98175,10751
98175,10402
98175,10749
89000,35
89000,18
89000,10749
81562,35
81562,10749
91935,18
91935,35
91935,10751
88235,35
88235,10402
88235,10749
104312,12
104312,10751
104312,14
81417,18
81417,10749
81417,10752
105504,35
105504,18
103253,18
87304,9648
87304,18
87298,878
87298,9648
87298,12
92058,12
92058,10749
149352,18
116887,35
116887,18
114707,18
114707,9648
86892,9648
86892,53
86892,10752
86320,53
86320,18
86320,10749
72603,18
72603,9648
72603,53
88879,18
88879,10749
136598,80
136598,18
136598,9648
136598,10749
136598,53
91842,35
91842,18
91842,10751
91842,10749
81083,35
81083,10402
79677,35
79677,10749
89300,35
89300,18
89300,10749
81898,35
81898,10402
81898,10749
101577,35
101577,10749
91542,28
91542,12
91542,10749
85401,28
85401,12
85401,18
85401,10749
85401,37
104597,18
104597,9648
85213,14
85213,10749
85213,9648
90403,12
90403,14
90403,18
90403,9648
101884,35
101884,10402
101884,10749
92008,35
92008,10752
81845,35
81845,10749
73392,28
73392,18
73392,37
122902,18
87869,35
87869,80
87869,9648
78321,35
78321,18
96863,12
96863,35
96863,10751
96863,14
96863,10749
91974,18
91974,10751
91974,14
104419,35
104419,18
98160,35
98160,10749
86487,18
86487,10749
108932,18
160271,35
160271,53
160271,9648
160271,10749
88785,18
84236,35
84236,14
84236,10749
104863,18
104863,10751
93982,53
93982,80
93982,18
93982,9648
85397,35
85397,10402
85397,10749
106471,10749
106471,37
98607,28
98607,53
98607,9648
111680,10752
111680,18
101864,28
101864,12
101864,37
72043,27
93272,12
93272,10752
93272,10749
87192,28
87192,12
87192,35
87192,80
87192,18
87192,10749
86833,18
86833,10749
98836,10749
98836,18
84615,18
84615,35
84615,10749
72131,18
72131,28
72131,9648
72131,10749
81535,35
85179,18
85179,10749
85179,10752
74115,10402
74115,9648
80917,18
77427,28
77427,10769
81831,18
83134,18
83134,10749
85056,35
85056,10749
85056,18
85399,99
85399,10751
106883,28
106883,12
106883,18
106883,10751
78088,18
78088,10749
81788,18
81788,35
81788,10402
103688,18
93443,28
93443,12
93443,53
104841,18
104841,53
88810,18
88810,53
103141,18
103141,10749
105593,18
88267,28
88267,80
88267,18
88267,53
89840,28
89840,18
89840,53
94864,18
94864,28
94864,80
98243,35
98243,80
99220,35
99220,80
99220,53
96373,35
90374,18
90374,53
80126,28
80126,12
80126,80
80126,18
80126,53
87234,28
87234,35
87234,18
87234,10751
94018,80
94018,18
92694,35
92694,10751
86626,28
86626,12
86626,10751
86626,37
79588,12
79588,14
79588,878
79588,10751
89030,35
89030,10751
89030,14
86298,10749
86298,35
86298,10751
86298,14
86142,12
86142,18
86142,37
82463,35
82463,10751
122904,12
94833,12
94833,35
94833,18
94833,10751
110826,35
110826,10751
91414,12
91414,10751
103772,18
103772,10751
103772,35
100163,12
100163,18
100163,878
102905,35
72109,14
72109,18
72109,35
72109,10751
72356,10751
72356,14
72356,16
72356,10749
85774,16
85774,10751
85774,10402
79057,16
79057,10751
79057,10402
82527,16
82527,10751
86345,16
86345,18
86345,10751
108689,12
80858,35
80858,10751
80858,14
94070,16
94070,10751
86059,14
86059,16
86059,35
86059,10751
86911,12
86911,14
86911,16
86911,35
86911,10751
86911,10402
104243,16
104243,12
104243,10751
104243,14
84374,12
84374,16
84374,18
84374,10751
94777,35
94777,18
94777,53
146443,18
146443,10751
146443,10402
146443,10749
108156,28
108156,53
102445,27
102445,53
102445,878
115624,18
115624,10749
105715,99
73106,18
73106,53
96314,18
81949,35
81949,18
75341,18
75341,10749
82459,18
82459,10749
89047,35
89047,10749
84601,35
84601,18
84601,10749
82242,80
82242,28
82242,9648
82242,53
78574,12
87520,99
140715,35
140715,18
92681,18
96861,80
96861,18
79318,18
113416,28
113416,53
87483,18
87483,10749
104879,10402
104879,35
104879,10749
122882,18
122882,10749
91500,18
91500,10749
83827,35
83827,10749
91653,80
91653,18
91653,53
100326,18
79553,18
95875,12
95875,16
95875,10751
135536,9648
79592,35
79592,10402
79592,10749
75440,35
75440,10402
75440,10749
109687,80
109687,18
109687,9648
109687,53
74532,80
74532,18
74532,9648
74532,53
84954,12
84954,18
84954,10749
107559,10752
107559,18
107559,10749
107559,28
99741,10751
99741,14
77307,35
77307,10749
79134,27
79132,35
79132,10749
79132,878
149830,35
140763,35
140763,80
83270,35
114601,35
114601,10402
114601,10749
97752,35
97752,18
96590,12
96590,35
91323,80
91323,18
84847,12
84847,18
141890,80
141890,9648
141890,53
80572,18
80572,10402
80572,10749
136018,80
136018,53
74677,18
74677,10752
74677,28
101025,35
91529,53
91529,9648
96737,18
96737,10402
73323,10749
73323,80
73323,18
73323,53
102407,80
102407,18
102407,9648
82499,18
82499,10749
77800,878
77800,12
77800,10751
77800,14
89753,35
87444,14
87444,18
87444,10751
120799,12
77421,28
77421,10749
77421,10752
95307,28
95307,35
91947,18
106491,18
85736,27
88118,99
86293,35
80969,80
80969,18
71640,99
100083,35
140759,35
110058,80
110058,18
104337,35
104337,27
99795,18
94325,18
68486,28
68486,12
68486,18
68486,37
81910,18
78772,18
91104,35
79091,99
80241,18
99728,9648
99728,35
99728,80
86852,35
86852,14
86852,10751
107314,12
107314,28
107314,53
107314,878
77191,27
82854,878
82854,28
79695,18
79695,27
84696,18
89337,18
82934,18
88744,35
82041,12
82041,35
82041,14
72720,10749
72720,18
72919,18
71462,18
79720,35
79720,80
70994,99
91483,99
94011,99
95309,16
95309,35
95309,10751
89864,99
71033,9648
71033,80
71033,18
71033,36
71033,10749
72947,16
72947,18
72947,14
85261,18
85261,53
75803,80
76210,53
76210,80
108551,18
83177,18
73276,35
86880,18
86880,36
86880,10752
95720,18
95720,35
110748,18
110748,35
69746,35
69746,18
77414,18
148956,35
89774,27
102819,99
146688,28
113348,35
113348,18
74948,18
74948,10749
160080,80
160080,18
84116,35
67295,35
67295,878
67295,14
71282,18
71282,53
72308,10749
72308,18
149572,18
149572,10752
107057,80
107057,18
79946,35
79946,10769
80463,37
87485,18
