movieId,imdbId,tmdbId
152079,3300542,267860
144172,3286052,334536
146604,3282858,306952
131451,3280916,299551
147845,3275216,323679
112334,3268458,250658
121171,3264102,256876
134246,3247714,334074
112735,3244512,265349
127124,3236120,310121
121231,3235888,270303
140152,3215846,318033
157407,3212232,332411
130087,3203616,238215
128592,3181822,241251
119068,3179568,243684
114044,3177316,254191
140174,3170832,264644
114028,3169706,234200
133365,3155242,306482
134393,3152624,271718
132333,3149640,278990
117107,3128900,261037
117456,3125324,241771
138258,3121332,308077
159093,3110958,291805
114670,3099498,246403
132888,3098812,300302
113532,3097204,242022
113220,3091304,212849
111624,3082826,253270
134368,3079380,238713
112689,3078242,211052
141422,3077214,245168
146656,3076658,312221
159858,3065204,259693
106062,3063516,208134
137857,3040964,278927
116136,3012698,289314
116897,3011894,265195
117871,3007512,256917
106111,3004634,226632
117192,2986512,282848
112460,2980706,218836
113275,2980648,228194
146682,2980626,324325
113862,2980592,241848
117176,2980516,266856
133545,2980472,258099
136864,2975590,209112
112818,2975578,238636
116419,2968804,256092
133798,2967224,268920
136654,2967008,254024
113064,2967006,242088
120392,2965412,276908
112921,2956808,279414
134158,2948790,333381
152081,2948356,269149
130642,2944198,228973
118898,2937898,241239
132961,2935476,250734
129250,2933474,325358
126420,2923316,250066
130083,2917388,228968
115149,2911666,245891
145150,2910904,298382
109740,2910274,248774
130490,2908446,262500
147010,2905772,193544
127178,2891174,283235
112804,2884206,244267
111443,2883512,212778
111360,2872732,240832
115569,2872718,242582
116413,2870808,260001
113225,2870756,229297
137337,2870648,331781
113780,2870612,256274
142068,2866824,294086
113741,2866360,220289
133419,2848292,254470
112550,2844798,267999
107516,2836166,194188
160567,2823054,316023
130634,2820852,168259
103659,2820466,183011
119145,2802144,207703
138546,2796678,301748
117434,2793490,254194
132800,2788716,284537
119141,2788710,228967
118924,2784678,284296
111663,2784512,254474
118260,2781832,207774
106642,2779318,253941
109864,2771372,177494
131168,2764784,254578
122490,2761578,256740
136666,2758904,239568
113829,2756032,242090
160590,2751904,177869
116849,2751310,295315
110194,2737310,173455
113705,2737050,221902
103596,2724064,205321
115216,2720680,266285
142448,2719848,253412
106452,2718492,209274
120637,2717822,201088
112399,2714900,169607
115210,2713180,228150
135436,2709768,328111
110882,2692904,210479
119155,2692250,181533
133195,2679042,249070
159972,2674430,328429
152017,2674426,296096
115680,2669336,273271
158956,2667380,384798
135569,2660888,188927
130576,2649554,245703
115174,2639344,244268
122888,2638144,271969
135861,2637276,214756
130980,2634236,137221
129009,2623502,170750
116660,2617828,167581
106011,2616880,200481
100745,2608732,50275
111921,2582846,222935
112552,2582802,244786
161582,2582782,338766
127202,2582496,308369
110110,2567712,209276
112183,2562232,194662
131013,2561572,257091
111913,2560102,248212
111743,2557490,188161
115151,2556874,208869
129428,2555736,268238
104272,2545118,158999
118326,2543702,270005
132146,2543336,229182
163949,2531318,391698
111228,2525342,258476
110348,2524674,208277
132547,2523832,325113
113640,2517658,265010
107636,2513616,199782
109295,2511428,210047
104069,2510998,185574
142997,2510894,159824
115502,2509850,289727
142536,2503944,295964
144976,2494362,294963
114818,2494280,227300
131714,2493486,308504
106332,2492916,159151
122886,2488496,140607
148652,2479478,347969
146501,2474310,254005
107769,2473682,227348
113207,2473602,239566
112749,2465146,253235
108076,2459100,173480
120783,2452200,294652
145935,2452042,227973
140928,2446980,274479
120635,2446042,260346
106022,2446040,213121
127096,2436386,227719
106438,2431286,205220
136602,2428170,250574
134859,2415458,307931
109161,2406252,197082
110645,2404738,179538
140753,2404645,146778
103372,2404463,136795
102753,2404461,152780
131796,2404425,304357
104925,2404311,112205
132488,2404299,319389
111249,2404181,205601
133645,2402927,258480
113186,2402603,209269
139855,2401878,291270
129657,2401097,290764
143657,2400463,306947
112450,2398249,180296
103444,2397619,81167
114935,2397535,206487
103107,2396566,159014
99764,2396224,147538
122892,2395427,99861
129313,2392672,179150
105211,2390361,209263
109742,2389182,175291
98491,2388725,140420
110591,2388715,157547
106540,2387559,146239
112277,2386278,146243
113565,2383068,211067
112582,2382298,250766
108981,2382009,249397
156607,2381991,290595
129354,2381941,256591
111781,2381249,177677
127108,2381111,167073
112850,2380331,214075
99468,2380247,124067
136020,2379713,206647
100556,2375605,123678
106473,2375379,176983
104944,2370248,169813
109850,2369135,136797
102588,2366450,128216
99846,2366308,135921
110461,2364975,191294
104321,2364949,154282
105351,2364841,146238
140110,2361509,257211
111384,2359024,188166
129737,2358925,239573
103984,2358891,179144
110655,2357291,172385
104303,2357129,115782
109853,2355495,242042
102800,2347569,121986
103339,2334879,117251
103980,2334873,160588
103624,2334649,157354
109187,2333804,157834
112897,2333784,138103
105254,2332579,157409
107978,2331143,177945
108506,2328549,174671
114925,2326612,244761
118880,2326554,252171
125916,2322441,216015
112515,2321549,242224
107382,2319863,174325
108729,2316411,181886
98124,2313197,123025
118696,2310332,122917
138610,2309260,299245
101106,2306745,157117
118900,2305051,228970
106839,2304771,192136
106144,2304426,194101
101362,2302755,117263
106204,2299842,123377
104339,2294677,157360
106696,2294629,109445
111486,2294473,120852
112138,2294449,187017
135887,2293640,211672
116503,2282016,272692
110297,2281587,145220
105355,2278871,152584
109374,2278388,120467
157296,2277860,127380
127136,2273657,245706
137595,2268016,264999
112556,2267998,210577
149406,2267968,140300
103543,2265534,157375
103801,2265398,172533
110501,2265171,180299
107953,2263944,126963
160440,2263814,278348
98369,2262308,119431
115664,2262227,228326
101070,2258858,129112
100517,2258685,130750
116207,2249221,185567
112112,2246887,228028
115617,2245084,177572
157200,2241351,303858
112303,2239832,184098
114459,2238050,157825
104726,2237822,138217
107083,2235902,197033
117123,2235108,114750
102481,2234155,116741
103819,2234025,198062
110586,2234003,157832
106870,2231554,134366
105213,2229499,138697
130520,2224026,228161
110453,2223990,200505
105429,2215151,159008
110730,2209764,157353
100714,2209418,132344
130682,2207484,256030
106236,2204371,184149
109074,2204340,120143
110771,2203939,193610
129937,2199571,241554
104374,2194499,122906
109576,2193265,205724
105755,2193215,109091
104218,2191701,109418
98963,2190367,97989
112767,2182256,253310
118997,2180411,224141
114662,2179136,190859
103048,2179116,156700
108514,2178470,185008
110871,2178256,168742
108928,2177771,152760
98587,2177511,96821
115877,2175842,116440
108949,2172985,209247
112070,2172584,157851
98000,2172071,138122
115231,2170593,239563
117590,2170439,227159
109895,2170299,209403
104760,2167202,146227
99813,2166834,142061
107447,2166616,158990
100106,2152198,128190
97673,2147134,116167
136800,2145829,240483
114762,2140619,286554
135518,2140379,238615
107141,2140373,140823
101962,2140203,110420
118814,2139555,277547
103137,2132285,96936
97395,2130321,84351
132796,2126355,254128
96150,2125666,84327
97393,2125653,84284
96488,2125608,84334
95558,2125435,84175
97639,2124803,84286
135137,2120120,257344
99320,2119474,118683
107910,2113683,124623
110873,2113681,145247
122932,2113659,268171
92535,2112999,80379
112006,2112281,82881
149612,2112277,256687
111931,2111392,174682
112370,2109248,91314
96829,2106476,103663
96815,2105044,84348
112623,2103281,119450
112497,2103254,226486
101285,2101441,122081
129659,2097298,228203
134853,2096673,150540
116977,2096672,100042
100553,2092588,134481
97895,2092011,128248
99574,2091473,133694
100365,2088714,133823
100581,2085910,84330
94466,2085059,
99675,2085002,127901
99917,2084989,145197
116797,2084970,205596
100304,2081437,162145
136562,2080374,321697
96467,2077851,84340
96832,2076220,103328
116985,2064968,206821
102165,2055765,174321
100383,2053463,109421
103865,2053423,192126
143377,2049586,285689
97744,2048877,84172
132618,2044801,192712
106766,2042568,86829
104595,2042520,198342
100032,2040281,90603
124859,2039393,284536
114265,2034031,244264
96563,2028530,83660
105246,2027140,157820
105844,2024544,76203
102792,2024519,137182
109578,2024469,225574
100390,2024432,109431
100159,2023690,117974
99912,2023587,132232
112062,2018086,110428
105954,2017038,152747
104076,2017020,77931
104129,2016940,76544
112852,2015381,118340
98913,2014392,80717
97230,2014338,110354
104283,2013293,149870
100017,2011953,84290
101947,2007385,78056
98279,2006040,101519
104441,2005374,199373
111113,2004420,195589
105585,2002718,106747
99296,1999995,97051
92665,1996264,84200
96655,1990314,84329
96114,1990181,85414
105468,1985966,109451
104906,1985019,156711
97957,1984153,84194
96588,1981677,114150
106072,1981115,76338
111622,1980929,198277
102033,1980209,134374
136016,1979388,105864
104913,1979320,96721
109317,1978532,249923
155064,1974419,301365
115147,1972779,239571
112940,1972571,157849
97866,1966604,84287
132046,1964418,158852
110127,1959490,86834
103299,1959332,126277
143255,1957938,301228
112788,1956620,225886
99839,1956594,93087
100843,1954701,130739
107649,1954315,186929
135133,1951266,131634
116823,1951265,131631
106487,1951264,101299
102686,1951261,109439
111251,1951181,152599
98126,1951166,121793
98122,1942884,80215
105731,1939659,133805
108727,1937390,110414
101529,1935902,127867
102194,1935179,103731
111235,1935156,191720
103221,1935065,120292
98933,1934269,117629
103279,1932767,127373
97306,1931533,86838
99811,1931388,97610
99005,1925431,139567
113453,1924435,193893
101741,1924429,68727
103235,1924396,152742
97188,1922777,82507
96565,1920849,84174
103671,1918886,129507
95449,1915581,77930
93855,1912398,74306
117851,1911658,270946
101360,1911644,158011
97923,1907668,87502
102716,1905041,82992
99030,1901040,83186
93838,1899353,94329
142488,1895587,314365
97470,1886493,75736
133824,1883367,94365
94024,1883251,206953
133782,1881002,287424
109183,1878942,99367
111362,1877832,127585
103502,1877797,136386
96849,1876451,88036
97328,1872818,84306
115170,1872194,205587
110553,1872181,102382
97870,1866249,113947
117444,1865505,110416
95088,1862079,84332
93324,1860355,82620
103755,1860353,77950
95201,1859650,81836
96691,1855325,71679
96811,1855199,77016
104074,1854564,76285
100272,1854513,127864
104457,1853739,83899
99114,1853728,68718
100226,1853643,118677
149354,1850457,266294
127319,1850397,72784
93498,1848902,91010
107945,1847548,122796
96667,1845773,84169
105121,1844203,121676
110102,1843866,100402
108190,1840309,157350
95873,1839492,103332
93242,1838544,79548
109191,1837709,137321
89759,1832382,60243
142240,1830792,81704
103449,1829012,109099
86884,1827512,63831
109372,1826590,222899
120466,1823672,198184
104757,1822381,185444
103810,1821694,146216
105769,1821641,152795
105197,1821549,129670
94969,1821480,82825
101525,1817273,97367
83506,1815899,198391
102880,1815862,82700
109359,1815717,212721
89260,1814836,63579
101612,1814621,144340
118702,1809398,227306
100034,1806911,83443
109483,1800246,225565
106916,1800241,168672
106920,1798709,152601
139642,1798684,307081
98604,1798188,83389
106417,1796406,87380
130452,1791682,252512
116799,1791528,171274
96110,1790886,77953
98961,1790885,97630
114180,1790864,198663
89837,1788391,74725
87930,1787777,63144
91869,1787660,75301
97994,1783798,102640
99437,1783732,75761
97936,1781769,96724
90469,1778304,72571
103210,1776196,80518
93721,1772925,80767
97913,1772341,82690
132496,1772288,256924
102995,1772270,101998
116397,1772264,207933
99992,1770734,84336
95443,1769363,100046
134569,1767372,245906
91485,1764651,76163
97860,1764234,64689
101415,1763303,84199
112655,1763264,123109
99117,1758830,89492
105037,1758795,129139
96634,1757742,97795
93422,1756750,79108
98083,1753968,65851
90266,1753549,67273
99470,1748227,134597
94799,1748207,86812
94959,1748122,83666
101531,1745862,173153
87660,1742683,65034
89388,1742650,70868
95135,1742336,84355
85412,1740707,46146
83976,1740047,63578
134025,1739304,334130
90947,1736633,75233
94780,1735898,58595
87205,1735485,46221
108447,1734067,71622
106002,1731141,80274
145775,1730714,342786
102993,1727388,147773
95761,1726669,73567
139915,1725986,253344
90531,1723811,76025
104211,1723121,138832
91690,1720616,80038
93061,1720182,83860
95567,1716777,98548
89305,1716772,69798
98230,1715873,58547
107771,1714915,152603
108601,1714833,137968
91199,1714210,79120
88272,1714208,65599
103539,1714206,157386
96448,1714203,71668
97742,1712170,94348
96726,1710417,100529
91873,1710396,63574
129653,1710393,220620
99149,1707386,82695
129364,1707380,246127
107406,1706620,110415
92420,1706593,76726
84160,1705977,52461
89356,1705786,67884
94896,1704573,92591
100450,1704292,156078
106762,1703049,51859
100527,1702439,112949
93693,1702425,80304
116855,1702014,237791
85780,1701991,110639
92751,1700258,53174
84414,1699114,56590
87975,1697851,61537
143472,1694021,244316
99106,1694020,82687
84506,1693830,51276
90430,1692486,72113
104245,1691917,151960
103335,1690953,93456
91548,1687247,66150
102469,1684925,60270
111529,1684226,113833
101088,1682180,86825
92259,1675434,77338
90057,1675192,64720
127144,1674785,319070
90870,1674784,70578
134783,1674771,188222
90603,1672723,69735
102903,1670345,75656
95543,1667889,57800
94015,1667353,62764
98296,1667310,97614
84304,1667150,62976
126548,1666801,272693
80350,1666186,40264
85394,1664894,59490
103228,1663662,68726
139385,1663202,281957
94672,1663193,51823
107702,1661382,64807
130073,1661199,150689
96821,1659337,84892
89087,1657507,62835
94953,1655460,50647
89904,1655442,74643
132480,1655441,293863
91134,1655420,75900
97858,1655416,126797
104241,1650554,59859
87306,1650062,37686
86014,1650043,60307
99145,1649419,80278
97836,1648179,87826
111795,1647668,198185
93766,1646987,57165
90738,1646980,73499
112175,1646971,82702
140747,1646876,40205
94677,1645170,76493
80906,1645089,44639
92439,1645080,64678
94494,1641385,89326
85796,1640459,49010
160656,1639084,353571
138036,1638355,203801
97826,1638353,128158
95441,1637725,72105
88672,1637706,59968
90405,1637688,49530
93270,1636826,57214
138696,1634334,54155
99615,1634300,76421
91470,1634136,91550
90522,1634122,58233
89427,1633356,65055
88405,1632708,50544
111759,1631867,137113
95949,1630637,56909
93265,1630036,72213
135567,1628841,47933
91622,1625346,57157
96281,1623288,77174
101112,1623205,68728
88932,1622979,55779
88812,1622547,62206
89090,1621444,55244
94323,1621045,67660
83803,1620446,40619
96530,1619277,83403
135532,1618442,274854
113345,1617661,76757
90719,1616195,88794
90439,1615147,50839
95583,1615065,82525
90600,1614989,70670
97057,1613750,70667
101904,1613092,86577
81132,1612774,45649
95207,1611224,72331
108715,1609479,157099
148888,1608290,329833
85881,1606392,55725
92509,1606389,72570
100498,1606378,47964
86882,1605783,59436
102396,1605777,82501
112421,1605717,171372
93831,1605630,71552
89194,1604171,51588
98056,1602620,86837
102684,1602613,77987
95744,1602472,84165
91673,1602098,73873
91976,1601913,75174
114060,1600196,154400
90524,1600195,59965
92507,1599348,59961
95508,1598873,95516
92264,1598828,54054
91628,1598822,62838
89470,1598778,39538
148626,1596363,318846
93326,1596350,59962
142507,1596345,245698
86644,1596343,51497
92309,1594562,58428
93563,1592525,81796
94931,1592281,86555
85788,1591095,49018
84952,1590089,54186
93512,1588334,82532
99007,1588173,82654
82667,1588170,49797
77455,1587707,39452
111659,1587310,102651
95199,1586265,76494
80862,1584016,42296
92498,1583937,26118
101076,1583421,72559
87522,1583420,59861
76738,1583323,52903
83910,1578275,44564
92210,1572781,36865
82931,1572491,56812
114074,1571249,244772
89761,1571222,48231
82173,1570989,47607
88163,1570728,50646
79274,1569923,40662
83132,1568921,51739
91126,1568911,57212
91658,1568346,65754
91978,1568338,49527
82037,1568334,43924
78517,1568150,41397
118082,1567437,244458
93432,1567233,64288
81191,1566648,39440
82095,1564585,42684
85367,1564367,50546
91886,1564349,62837
88179,1563738,51828
96728,1560747,68722
120805,1560169,26621
86000,1560139,39356
81158,1559549,39312
100487,1559547,109491
80185,1558250,40663
85342,1555149,47931
102278,1551630,165739
89039,1549572,55420
96417,1547234,49526
77907,1546653,52249
109042,1545660,74461
98175,1545106,73935
89000,1542852,47261
81562,1542344,44115
91935,1541149,72842
88235,1540133,67913
104312,1538403,123553
81417,1536044,41436
105504,1535109,109424
103253,1535108,68724
87304,1532503,55347
87298,1531663,45658
92058,1530509,74997
149352,1528854,274167
116887,1528100,147441
114707,1528071,149509
86892,1527788,51608
86320,1527186,62215
72603,1526300,25472
88879,1525835,56832
136598,1524930,296099
91842,1524137,77866
81083,1523483,46837
79677,1522863,53190
89300,1522334,60784
81898,1518821,87387
101577,1517260,72710
91542,1515091,58574
85401,1512235,45132
104597,1511476,180318
85213,1510938,56831
90403,1509767,52451
101884,1507563,59963
92008,1506999,70435
81845,1504320,45269
73392,1503769,28227
122902,1502712,166424
87869,1499658,51540
78321,1498870,38570
96863,1496422,82390
91974,1496025,52520
104419,1494772,30061
98160,1493157,135708
86487,1492030,202241
108932,1490017,137106
160271,1489889,302699
88785,1488555,49520
84236,1487275,34767
104863,1486834,212716
93982,1486192,70436
85397,1486185,49730
106471,1485763,41498
98607,1483797,71883
111680,1483324,194722
101864,1483013,75612
72043,1482967,53985
93272,1482459,73723
87192,1478964,59678
86833,1478338,55721
98836,1477855,87504
84615,1477837,52067
72131,1477715,13576
81535,1477076,41439
85179,1474276,28874
74115,1472122,31156
80917,1470827,43933
77427,1467304,37169
81831,1467273,36940
83134,1465522,46838
89072,1464580,52015
85056,1464540,46529
85399,1464174,38322
106883,1462901,174311
78088,1462758,26388
81788,1458175,43539
103688,1457767,138843
93443,1456635,74387
104841,1454468,49047
88810,1454029,50014
103141,1453405,62211
105593,1450321,85889
88267,1449283,51162
89840,1448755,49021
94864,1446714,70981
98243,1446192,81188
99220,1441951,121826
96373,1441940,109584
109848,1441395,97370
90374,1441326,50837
80126,1440728,27579
87234,1440292,49020
94018,1440129,44833
92694,1439572,51999
86626,1438535,54083
79588,1438254,37950
89030,1438176,58151
86298,1436562,46195
86142,1436045,58857
82463,1431181,44009
122904,1431045,293660
94833,1430626,72197
110826,1430612,254473
91414,1430607,51052
103772,1430132,76170
100163,1428538,60304
102905,1426329,77805
72109,1425928,36577
72356,1425244,24480
85774,1424432,58496
79057,1424381,34851
82527,1423894,46829
86345,1421373,45523
108689,1418377,100241
80858,1414382,38303
94070,1412386,74534
86059,1411704,50359
86911,1411697,45243
104243,1411250,87421
84374,1411238,41630
94777,1409024,41154
146443,1408972,44282
108156,1408253,168530
102445,1408101,54138
115624,1407972,49706
105715,1407061,38093
73106,1407050,26123
96314,1405365,84184
81949,1403988,41556
75341,1403981,23169
82459,1403865,44264
89047,1403177,44835
84601,1401152,48138
82242,1401143,48395
78574,1399683,39013
87520,1399103,38356
140715,1398426,277216
92681,1397514,72545
96861,1397280,82675
79318,1396557,42918
113416,1396523,286709
87483,1396218,58224
104879,1392214,146233
122882,1392190,76341
91500,1392170,70160
83827,1391092,52013
91653,1389137,74465
100326,1389096,121824
79553,1386932,37472
95875,1386703,64635
135536,1386697,297761
79592,1386588,27581
75440,1386011,16239
109687,1385956,202141
74532,1385867,23742
84954,1385826,38050
107559,1384927,91551
99741,1381404,87496
77307,1379182,38810
79134,1375670,38365
79132,1375666,27205
149830,1374989,58431
140763,1374841,185768
83270,1371155,46138
114601,1371150,239678
97752,1371111,83542
96590,1366365,77948
91323,1366344,57431
84847,1366312,183894
141890,1365050,283587
76111,1360860,37181
80572,1356864,43939
136018,1355683,261023
74677,1352852,18489
101025,1351685,81005
91529,1345836,49026
96737,1343727,49049
73323,1343097,33613
102407,1343092,64682
82499,1341188,42888
77800,1341167,37495
89753,1340800,49517
87444,1340773,56272
120799,1340138,87101
77421,1336617,39053
95307,1336608,80585
91947,1336006,79896
106491,1335975,64686
85736,1334585,13413
88118,1334553,66195
86293,1334512,49012
80969,1334260,42188
71640,1333634,26763
100083,1333125,87818
140759,1332100,36041
110058,1327820,25541
104337,1327773,132363
99795,1327628,85533
94325,1327194,77877
68486,1326972,15384
81910,1326733,41999
78772,1325004,24021
91104,1324999,50619
79091,1323594,20352
80241,1322312,38073
99728,1321870,82682
86852,1321860,50780
107314,1321511,87516
77191,1321509,34803
82854,1320261,38745
79695,1320253,27578
84696,1320239,50204
89337,1319744,72711
82934,1319726,34576
88744,1318514,61791
82041,1316536,46420
72720,1315981,34653
80846,1314655,44040
72919,1314228,24438
71462,1313104,23128
79720,1313092,44629
70994,1311067,24150
91483,1308729,70074
79008,1308667,16023
94011,1307873,54271
95309,1307068,88005
89864,1306980,40807
71033,1305806,25376
72947,1305714,26032
85261,1305591,50321
75803,1305583,34563
76210,1303828,34769
108551,1302559,69746
83177,1302067,41515
87222,1302011,49444
102125,1300854,68721
73276,1300563,24458
86880,1298650,1865
95720,1298649,80035
110748,1296899,59726
69746,1295071,16440
77414,1294226,35690
148956,1292566,259694
89774,1291584,59440
102819,1291580,119675
146688,1291570,339527
113348,1291150,98566
74948,1289406,25941
160080,1289401,43074
84116,1287878,47909
67295,1287845,15854
71282,1286537,18570
72308,1286130,105077
149572,1286126,24426
107057,1285482,176297
79946,1285309,41479
80463,1285016,37799
87485,1284575,52449
80549,1282140,37735
76293,1279935,35056
74324,1278469,33602
94939,1278449,48392
69275,1278340,14451
95105,1277953,80321
85016,1277936,56811
96911,1276419,88273
96610,1276104,59967
118248,1274586,297596
74580,1273678,23172
79251,1273235,73861
103883,1272878,136400
87232,1270798,49538
88954,1268799,55465
83293,1268204,46689
112911,1267297,184315
73860,1266029,33511
66335,1265998,14711
73023,1263670,25196
71429,1262981,20178
78174,1261945,37786
136449,1260502,14092
77359,1259573,61920
72407,1259571,18239
93840,1259521,22970
78349,1258197,29917
86781,1255953,46738
92206,1255916,71670
90888,1253864,37958
109673,1253863,53182
80727,1251757,38842
91688,1251743,51995
82150,1251725,35395
76251,1250777,23483
79259,1248971,40850
75816,1247704,31723
72694,1247692,22640
74668,1247640,15357
81229,1245526,39514
102123,1245492,109414
95311,1245104,13042
73587,1244668,31175
134528,1243974,222936
82202,1243957,37710
99609,1242642,71208
73101,1242545,18898
90376,1242460,71859
98908,1241017,40722
87529,1240982,38319
153584,1239446,42346
76272,1238291,16759
66596,1237838,38087
96020,1235841,76696
89203,1235790,57211
89321,1235170,54662
73344,1235166,21575
74868,1235124,23488
108945,1234721,97020
74916,1234654,27583
71156,1234548,10313
67799,1234541,16258
72129,1233227,22804
73572,1233219,44027
93510,1232829,64688
65259,1232826,8927
74416,1232776,24469
96616,1232200,87428
76077,1231587,23048
81537,1231583,41733
73042,1231580,23398
73015,1230414,22897
85438,1229822,38684
70862,1229360,22492
107348,1229340,109443
91630,1229238,56292
80831,1228987,41402
72176,1228953,29150
77561,1228705,10138
66934,1227926,14301
67997,1226774,19833
89085,1226753,48289
73211,1226681,23963
74156,1226273,12201
68194,1226271,21641
78209,1226229,32823
71248,1225822,12569
86593,1223236,57586
86028,1220888,53172
65514,1220719,14756
80363,1220634,35791
79868,1220214,38150
71490,1220213,21398
72393,1220198,22824
80615,1219342,41216
84152,1219289,51876
85131,1217613,44943
95167,1217209,62177
91505,1216520,59457
76091,1216496,30018
73319,1216492,25195
118354,1216491,245916
74510,1216487,24253
87876,1216475,49013
92198,1214962,74998
103341,1213663,107985
82093,1213648,48838
61348,1213644,13805
72169,1213585,22800
96432,1212450,82633
78264,1212436,34806
81512,1212419,44603
103384,1210819,57201
89492,1210166,60308
74944,1210042,26390
104881,1206543,164457
108188,1205537,137094
79590,1205535,24122
64614,1205489,13223
115534,1204977,242512
106330,1204975,137093
78653,1204773,33809
91094,1204342,64328
90357,1204340,76543
88125,1201607,12445
66509,1201167,20829
67695,1197628,16991
71838,1197624,22803
106542,1196948,41602
94919,1196340,12645
78034,1196204,36801
77206,1196141,33217
94266,1195478,72207
91535,1194173,49040
72011,1193138,22947
84944,1192628,44896
78836,1191111,34647
86347,1190722,30969
73808,1190539,13855
72171,1190536,24804
72378,1190080,14161
84392,1189340,50348
89118,1189073,63311
74787,1188996,26022
71135,1188729,19898
74228,1187064,26466
73881,1187043,20453
74624,1186830,26428
108795,1186373,15359
70846,1186369,8899
72489,1186367,22832
70567,1185836,22051
61160,1185834,12180
61236,1185616,8885
130351,1185418,70027
74154,1185416,13477
93700,1185371,56591
97168,1183919,90125
66130,1183252,15003
73741,1182921,25602
80864,1182350,38031
68237,1182345,17431
91273,1181795,30618
81516,1181791,41215
86290,1179947,46105
152077,1179933,333371
71379,1179904,23827
65601,1179891,14435
78703,1179794,39545
77798,1179056,23437
74851,1179034,26389
110611,1179031,244509
69604,1178663,19265
66665,1176740,19255
82035,1176726,26769
70597,1176251,14940
82378,1175709,46503
62437,1175491,10523
71579,1174732,24684
71466,1174730,28053
90061,1174042,70588
74370,1172994,25983
82534,1172991,44129
70728,1172570,18533
71518,1172233,22798
67429,1172203,20529
106489,1170358,57158
58376,1166827,13016
81819,1164999,45958
84395,1161864,48171
72224,1161418,22820
60382,1157705,16800
78829,1157685,40215
67665,1157605,18094
71535,1156398,19908
60766,1155592,14048
79224,1155076,38575
67087,1155056,16538
68965,1153706,21724
104590,1153040,33196
65418,1152850,8942
69640,1152836,11322
89102,1152822,43942
65188,1152758,15584
82152,1152398,38117
75813,1151359,12834
59731,1151309,13636
61357,1149405,22319
71108,1149362,37903
76173,1149361,27936
70159,1148204,21208
69805,1146438,14728
71252,1144884,19912
70183,1142988,20943
66659,1142800,15670
70898,1142433,25704
61240,1139797,13310
74545,1139328,11439
140757,1137994,19369
70286,1136608,17654
63479,1135985,13523
76060,1135525,34423
70293,1135503,24803
67193,1135487,16558
69516,1135092,8284
87785,1135084,22907
87430,1133985,44912
63436,1132626,11917
77837,1132623,36950
67255,1132620,15472
69654,1131748,176241
71205,1131734,19994
68073,1131729,18947
74458,1130884,11324
71211,1130080,11323
71876,1129445,8915
64030,1129442,13387
64114,1129423,14438
70984,1127896,26320
70344,1127877,30250
68347,1127715,21191
68952,1127180,16871
81784,1126618,38357
83086,1126591,42297
118985,1126590,87093
64839,1125849,12163
95475,1125254,24752
67361,1124039,16325
89804,1124035,10316
68205,1121931,15092
64695,1121794,13980
119655,1121096,68737
78039,1120985,46705
97593,1120945,32904
